Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,84.0199966430664,87.62000274658203,82.19000244140625,86.76000213623047,66.3330307006836,14088500
2009-01-05,85.80999755859375,90.94999694824219,85.45999908447266,88.77999877929688,67.87741088867188,15996700
2009-01-06,90.05000305175781,92.19999694824219,87.72000122070312,88.70999908447266,67.82390594482422,21551800
2009-01-07,86.91000366210938,87.8499984741211,83.6500015258789,84.5,64.60514068603516,12465500
2009-01-08,83.5199966430664,86.5199966430664,82.68000030517578,85.41000366210938,65.30088806152344,13448100
2009-01-09,85.91000366210938,86.87000274658203,80.41000366210938,83.91999816894531,64.16168212890625,12192900
2009-01-12,83.36000061035156,83.76000213623047,76.43000030517578,77.66999816894531,59.38318634033203,15776600
2009-01-13,74.16000366210938,78.87999725341797,73.70999908447266,77.91999816894531,59.574310302734375,25861100
2009-01-14,75.87999725341797,76.87999725341797,73.44999694824219,75.69000244140625,57.869388580322266,18336700
2009-01-15,75.02999877929688,76.19999694824219,69.0,73.83000183105469,56.44727325439453,25795400
2009-01-16,75.9800033569336,76.5,69.94999694824219,73.05000305175781,55.85093688964844,26049300
2009-01-20,69.5999984741211,70.26000213623047,59.130001068115234,59.20000076293945,45.261802673339844,33123100
2009-01-21,63.38999938964844,70.0999984741211,63.25,69.9000015258789,53.44258499145508,38168900
2009-01-22,67.27999877929688,73.69000244140625,65.52999877929688,71.02999877929688,54.3065071105957,24608200
2009-01-23,67.87000274658203,75.3499984741211,67.12000274658203,74.91000366210938,57.27299880981445,21924100
2009-01-26,76.05999755859375,78.75,72.7699966430664,74.19999694824219,56.73019027709961,18729300
2009-01-27,75.51000213623047,78.6500015258789,74.7699966430664,78.26000213623047,59.83428955078125,20655300
2009-01-28,84.27999877929688,89.0999984741211,83.37000274658203,87.69999694824219,67.05167388916016,34234400
2009-01-29,85.12999725341797,86.58999633789062,82.12000274658203,82.72000122070312,63.24418640136719,21624300
2009-01-30,83.58999633789062,84.77999877929688,79.3499984741211,80.7300033569336,61.72272491455078,20344900
2009-02-02,78.77999877929688,84.0,78.56999969482422,83.56999969482422,63.89406967163086,18485500
2009-02-03,84.30000305175781,84.5,79.80000305175781,82.80999755859375,63.313018798828125,19442500
2009-02-04,83.69999694824219,89.91999816894531,83.44999694824219,87.97000122070312,67.25812530517578,29780400
2009-02-05,86.7699966430664,94.69999694824219,86.26000213623047,92.8499984741211,70.98918151855469,33847500
2009-02-06,94.2699966430664,96.58000183105469,91.55999755859375,96.56999969482422,73.83334350585938,26559800
2009-02-09,97.0199966430664,98.66000366210938,94.62999725341797,97.88999938964844,74.84253692626953,18736400
2009-02-10,96.79000091552734,97.88999938964844,89.69999694824219,90.4000015258789,69.11600494384766,29857200
2009-02-11,91.75,94.94000244140625,90.41999816894531,94.70999908447266,72.41123962402344,19554400
2009-02-12,92.6500015258789,96.19999694824219,91.47000122070312,95.58000183105469,73.07640075683594,22915400
2009-02-13,95.0,97.9800033569336,94.5,96.44999694824219,73.74159240722656,22975200
2009-02-17,92.26000213623047,92.4800033569336,84.79000091552734,85.70999908447266,65.53023529052734,31078100
